# Corpus:;walk straight 20 meters;;;;;;
# System:;OSHWSP v1;;;;;;
# Acquisition time:;Tue Jun  7 11:44:30 2016;;;;;;
# Accelerometers:;Divide by 8192;g;;;;;
# Gyroscopes:;Divide by 32.8;º/s;;;;;
# Time unit:;microseconds;;;;;;
# Sampling frequency;> 100 Hz;;;;;;
# Sensors:;[J=left ankle, K=right ankle, L=left knee, M=right knee, N=hip, O=wrist];;;;;;
time;sensor;xAcc;yAcc;zAcc;xGyr;yGyr;zGyr
5031288;N;-8128;1806;-804;36;17;-78
5031288;O;-7944;-1278;1828;96;10;88
5039532;J;-8186;-1126;-1402;-9;-2;-5
5039532;K;-8428;336;-1472;-15;-42;0
5039532;L;-8138;200;1608;17;-71;75
5039532;M;-8246;152;-668;210;-57;8
5039532;N;-8094;1812;-774;38;15;-72
5039532;O;-7944;-1310;1800;105;13;90
5047692;J;-8308;-1134;-1382;-12;-1;4
5047692;K;-8346;368;-1540;-11;-43;-8
5047692;L;-8156;230;1658;40;-72;69
5047692;M;-8280;104;-708;213;-54;10
5047692;N;-8054;1742;-772;40;14;-74
5047692;O;-7934;-1370;1826;121;16;89
5055852;J;-8148;-1142;-1428;-30;11;0
5055852;K;-8396;352;-1464;-8;-45;-10
5055852;L;-8122;272;1620;54;-62;71
5055852;M;-8298;38;-676;207;-42;0
5055852;N;-8072;1834;-824;41;16;-79
5055852;O;-7956;-1346;1838;144;28;92
5064012;J;-8240;-1134;-1408;-31;18;5
5064012;K;-8364;258;-1416;-2;-47;-12
5064012;L;-8140;260;1618;60;-63;77
5064012;M;-8248;38;-710;201;-45;-6
5064012;N;-8012;1830;-790;37;23;-72
5064012;O;-7902;-1328;1900;163;28;89
5072172;J;-8264;-1162;-1420;-41;14;-2
5072172;K;-8388;236;-1444;0;-42;-16
5072172;L;-8148;292;1742;60;-54;76
5072172;M;-8210;-26;-780;193;-40;-19
5072172;N;-8048;1790;-768;43;20;-82
5072172;O;-7956;-1312;1844;181;26;84
5080332;J;-8208;-1112;-1428;-53;16;5
5080332;K;-8386;256;-1466;-3;-33;-9
5080332;L;-8148;334;1684;70;-56;78
5080332;M;-8234;-130;-756;186;-40;-18
5080332;N;-8060;1790;-804;46;22;-81
5080332;O;-7894;-1308;1912;190;38;88
5088492;J;-8308;-1168;-1422;-57;16;6
5088492;K;-8354;272;-1444;-4;-31;-2
5088492;L;-8130;314;1598;49;-58;79
5088492;M;-8234;-74;-760;185;-42;-25
5088492;N;-8024;1812;-802;51;24;-83
5088492;O;-7882;-1302;1896;199;39;88
5096652;J;-8190;-1090;-1412;-59;17;-8
5096652;K;-8358;262;-1356;-14;-26;5
5096652;L;-8126;286;1676;53;-67;84
5096652;M;-8230;-14;-722;181;-54;-34
